0.04_0.04_3_3	6.530348853409588	69.65400000000001	
0.04_0.04_7_7	6.159450351191461	69.636	
0.04_0.04_11_11	6.13115253835693	69.666	-->
0.04_0.04_15_15	6.1243442411743105	69.65	
0.04_0.04_19_19	6.121985073765964	69.65	
0.04_0.04_23_23	6.120983647389263	69.66	
0.04_0.04_27_27	6.1205087488441166	69.662	
0.4_0.4_3_3	5.838588443505168	69.604	
0.4_0.4_7_7	3.434728696874529	69.368	
0.4_0.4_11_11	3.0168616966821253	69.292	
0.4_0.4_15_15	2.9065096738374234	69.22	
0.4_0.4_19_19	2.8638615754695236	69.226	
0.4_0.4_23_23	2.8432929667179287	69.21199999999999	
0.4_0.4_27_27	2.832199037719369	69.178	
0.4_0.4_31_31	2.8257435151793064	69.194	
0.4_0.4_35_35	2.8218015559604765	69.15599999999999	
0.4_0.4_39_39	2.8192767929959297	69.116	
0.4_0.4_43_43	2.8176158879324795	69.146	
0.4_0.4_47_47	2.8164827921417355	69.132	
0.4_0.4_51_51	2.8156973614409564	69.136	
4.0_4.0_3_3	5.838588443505168	69.604	-->
4.0_4.0_7_7	3.384230293454975	69.428	-->
4.0_4.0_11_11	2.425066766717285	68.94	
4.0_4.0_15_15	1.8974034346720576	68.186	
4.0_4.0_19_19	1.5584843426726758	67.64	
4.0_4.0_23_23	1.3538627122153342	66.982	
4.0_4.0_27_27	1.2712088668483497	66.5	
4.0_4.0_31_31	1.2214321456938981	66.27	
4.0_4.0_35_35	1.1891685964937508	65.958	
4.0_4.0_39_39	1.1669040825878083	65.74600000000001	
4.0_4.0_43_43	1.1509131950744986	65.59	
4.0_4.0_47_47	1.1390640577483178	65.378	
4.0_4.0_51_51	1.1301211719293893	65.292	
4.0_4.0_55_55	1.1232483808709681	65.12599999999999	
4.0_4.0_59_59	1.117914416924119	65.104	
4.0_4.0_63_63	1.113671633361429	65.01	
4.0_4.0_67_67	1.110306746082902	64.986	
4.0_4.0_71_71	1.1075739258261026	64.92	
4.0_4.0_75_75	1.1053619581976533	64.838	
4.0_4.0_79_79	1.1035502616159618	64.71000000000001	
4.0_4.0_83_83	1.1020306130610407	64.69200000000001	
4.0_4.0_87_87	1.1007712990349532	64.714	
4.0_4.0_91_91	1.0997273562964798	64.684	
4.0_4.0_95_95	1.0988411335264145	64.62599999999999	
