0.4_0.4_3_3	7.235928792314827	69.662	
0.4_0.4_7_7	7.209943421576917	69.662	
0.4_0.4_11_11	7.207705420880466	69.666	-->
0.4_0.4_15_15	7.20723091880247	69.666	
4.0_4.0_3_3	5.838588443505168	69.604	
4.0_4.0_7_7	3.677478299994618	69.402	
4.0_4.0_11_11	3.570315767997354	69.428	
4.0_4.0_15_15	3.5430339221709968	69.39	
4.0_4.0_19_19	3.5325944269402325	69.394	
4.0_4.0_23_23	3.5277719551138578	69.37	
4.0_4.0_27_27	3.5252588431572915	69.374	
4.0_4.0_31_31	3.5238557225979865	69.358	
4.0_4.0_35_35	3.5230179889413713	69.338	
40.0_40.0_3_3	5.838588443505168	69.604	-->
40.0_40.0_7_7	3.384230293454975	69.428	-->
40.0_40.0_11_11	2.425066766717285	68.94	
40.0_40.0_15_15	1.8974034346720576	68.186	
40.0_40.0_19_19	1.5584843426726758	67.64	
40.0_40.0_23_23	1.3969170037978889	67.19000000000001	
40.0_40.0_27_27	1.3442001116666198	66.872	
40.0_40.0_31_31	1.3124439030125736	66.634	
40.0_40.0_35_35	1.2914470624360441	66.462	
40.0_40.0_39_39	1.276869206417352	66.268	
40.0_40.0_43_43	1.2664162898753584	66.06400000000001	
40.0_40.0_47_47	1.2587206862990559	66.05	
40.0_40.0_51_51	1.2529200243756176	65.944	
40.0_40.0_55_55	1.2485057615792752	65.824	
40.0_40.0_59_59	1.2451237151089312	65.828	
40.0_40.0_63_63	1.2424465997886658	65.798	
40.0_40.0_67_67	1.2403265229453146	65.786	
40.0_40.0_71_71	1.2386122198058664	65.704	
40.0_40.0_75_75	1.2372411357088386	65.646	
40.0_40.0_79_79	1.2361334640225767	65.62	
40.0_40.0_83_83	1.2352070260566472	65.562	
