0.4_0.4_7_3	7.235182650719583	69.662	
0.4_0.4_7_7	7.209943421576917	69.662	
0.4_0.4_7_11	7.207790453665554	69.662	
0.4_0.4_7_15	7.207340579312146	69.65599999999999	
0.4_0.4_11_3	7.235097618248612	69.662	
0.4_0.4_11_7	7.2098583884806935	69.666	
0.4_0.4_11_11	7.207705420880466	69.666	
0.4_0.4_11_15	7.2072555465234815	69.66	
0.4_0.4_3_3	7.235928792314827	69.662	
0.4_0.4_3_7	7.210689563011825	69.664	
0.4_0.4_3_11	7.208536595418751	69.662	
0.4_0.4_3_15	7.208113774347007	69.65400000000001	
40.0_40.0_7_3	4.714680589646548	65.17399999999999	
40.0_40.0_7_7	3.384230293454975	69.428	
40.0_40.0_7_11	2.9274423927535116	68.11	
40.0_40.0_7_15	2.7059085564894976	66.032	
40.0_40.0_7_19	2.5782480809275805	64.128	
40.0_40.0_7_23	2.5165129192353786	63.28	
40.0_40.0_7_27	2.4915358326025308	63.182	
40.0_40.0_7_31	2.4768001415894925	63.132	
40.0_40.0_7_35	2.467364286121875	63.083999999999996	
40.0_40.0_7_39	2.461019857391268	63.06	
40.0_40.0_7_43	2.4565943162883817	63.058	
40.0_40.0_7_47	2.453439845765084	63.06	
40.0_40.0_7_51	2.451116362408549	63.06	
40.0_40.0_7_55	2.4493922612415253	63.017999999999994	
40.0_40.0_7_59	2.448096545728296	63.032	
40.0_40.0_7_63	2.4470800062821807	63.0	
40.0_40.0_7_67	2.4462773684082926	63.00599999999999	
40.0_40.0_11_3	4.212304964738041	58.316	
40.0_40.0_11_7	2.8818546681852637	68.05799999999999	
40.0_40.0_11_11	2.425066766717285	68.94	
40.0_40.0_11_15	2.203532930722982	68.23	
40.0_40.0_11_19	2.075872455304712	66.852	
40.0_40.0_11_23	2.014137293268293	66.148	
40.0_40.0_11_27	1.9891602072389425	66.072	
40.0_40.0_11_31	1.9744245157252251	66.056	
40.0_40.0_11_35	1.9649886615048349	65.988	
40.0_40.0_11_39	1.958644231530577	65.994	
40.0_40.0_11_43	1.9542186907063424	65.94200000000001	
40.0_40.0_11_47	1.951064220392555	65.95	
40.0_40.0_11_51	1.9487407370795309	65.914	
40.0_40.0_11_55	1.9470166358159482	65.91799999999999	
