0.04_0.04_7_3	6.50623153499037	69.65599999999999	
0.04_0.04_7_7	6.159450351191461	69.636	
0.04_0.04_7_11	6.132479768991768	69.648	
0.04_0.04_7_15	6.12609970107168	69.646	
0.04_0.04_7_19	6.12387553357929	69.64399999999999	
0.04_0.04_7_23	6.122949105515778	69.64399999999999	
0.04_0.04_11_3	6.5049043012084065	69.672	
0.04_0.04_11_7	6.158123119630367	69.662	
0.04_0.04_11_11	6.13115253835693	69.666	
0.04_0.04_11_15	6.124745416183025	69.65	
0.04_0.04_11_19	6.122548301102668	69.65599999999999	
0.04_0.04_11_23	6.121621873641759	69.664	
0.04_0.04_3_3	6.530348853409588	69.65400000000001	
0.04_0.04_3_7	6.183567669946849	69.672	
0.04_0.04_3_11	6.15659708961755	69.666	
0.04_0.04_3_15	6.1501899674806	69.65599999999999	
0.04_0.04_3_19	6.147992852769792	69.66799999999999	
0.04_0.04_3_23	6.147066425251663	69.666	
4.0_4.0_7_3	4.714680589646548	65.17399999999999	
4.0_4.0_7_7	3.384230293454975	69.428	
4.0_4.0_7_11	2.9274423927535116	68.11	
4.0_4.0_7_15	2.7059085564894976	66.032	
4.0_4.0_7_19	2.5782480809275805	64.128	
4.0_4.0_7_23	2.4999597253002226	63.083999999999996	
4.0_4.0_7_27	2.4555887750168144	62.87199999999999	
4.0_4.0_7_31	2.4294371811912954	62.73	
4.0_4.0_7_35	2.4129082888360323	62.696	
4.0_4.0_7_39	2.401707460017353	62.656	
4.0_4.0_7_43	2.393802452297956	62.644	
4.0_4.0_7_47	2.3879995512239636	62.62799999999999	
4.0_4.0_7_51	2.3836818250782787	62.604000000000006	
4.0_4.0_7_55	2.3803862345729767	62.59	
4.0_4.0_7_59	2.377834239349216	62.596	
4.0_4.0_7_63	2.3757920067678393	62.59400000000001	
4.0_4.0_7_67	2.3741808543889222	62.6	
4.0_4.0_7_71	2.3728537453089653	62.578	
4.0_4.0_7_75	2.3717746493248644	62.568	
4.0_4.0_7_79	2.3708826004733146	62.558	
4.0_4.0_11_3	4.212304964738041	58.316	
4.0_4.0_11_7	2.8818546681852637	68.05799999999999	
