0.4_0.4_3_3	7.235928792314827	56.52	
0.4_0.4_3_6	7.212308479772508	56.48800000000001	
0.4_0.4_3_9	7.209161482788026	56.506	
0.4_0.4_3_12	7.208363370293677	56.506	
0.4_0.4_3_15	7.208086720781028	56.508	
0.4_0.4_3_18	7.207960745129883	56.508	
0.4_0.4_3_21	7.207900951057375	56.51199999999999	
0.4_0.4_4_4	7.221036121665537	56.504	
0.4_0.4_4_8	7.209321326830685	56.513999999999996	
0.4_0.4_4_12	7.207943418814242	56.508	
0.4_0.4_4_16	7.207612705499232	56.506	
0.4_0.4_4_20	7.207525113020242	56.510000000000005	
